Isolates,Level 1,Level 2
11679_8#69,3,10
11679_8#7,19,61
11679_8#70,24,88
11679_8#71,2,5
11679_8#72,17,52
11679_8#73,11,32
11679_8#74,24,88
11679_8#75,13,39
11679_8#76,3,8
11679_8#77,6,18
11679_8#78,20,67
11679_8#79,3,10
11679_8#8,17,52
11679_8#80,13,39
11679_8#81,23,85
11679_8#82,19,58
11679_8#83,20,65
11679_8#84,24,88
11679_8#85,24,86
11679_8#86,24,88
11679_8#87,24,88
11679_8#88,18,55
11679_8#89,1,1
11679_8#9,19,64
11679_8#90,17,52
11679_8#91,14,42
11679_8#92,22,81
11679_8#93,14,42
11679_8#94,1,2
11679_8#95,5,16
11679_8#96,20,70
11791_3#1,18,57
11791_3#10,21,73
11791_3#11,21,74
11791_3#12,20,70
11791_3#13,2,4
11791_3#14,13,39
11791_3#15,2,6
11791_3#16,3,7
11791_3#17,23,84
11791_3#18,14,42
11791_3#19,3,10
11791_3#2,3,10
11791_3#20,18,55
11791_3#21,20,67
11791_3#22,12,34
11791_3#23,12,34
11791_3#24,20,67
11791_3#25,23,85
11791_3#26,24,87
11791_3#27,6,18
11791_3#28,13,38
11791_3#29,23,85
11791_3#3,22,80
11791_3#30,18,54
11791_3#31,17,52
11791_3#32,24,86
11791_3#33,6,18
11791_3#34,20,67
11791_3#35,1,2
11791_3#36,20,70
11791_3#37,16,49
11791_3#38,19,60
11791_3#39,12,35
11791_3#4,17,52
11791_3#40,20,70
11791_3#41,12,35
11791_3#42,20,70
11791_3#43,24,86
11791_3#44,3,10
11791_3#45,2,6
11791_3#46,23,83
11791_3#47,17,52
11791_3#48,20,70
11791_3#49,24,87
11791_3#5,18,57
11791_3#50,2,6
11791_3#51,2,4
11791_3#52,11,32
11791_3#53,10,30
11791_3#54,3,10
11791_3#55,2,6
11791_3#56,6,18
11791_3#57,18,55
11791_3#58,24,88
11791_3#59,17,52
11791_3#6,13,37
11791_3#60,16,47
11791_3#61,2,4
11791_3#62,24,87
11791_3#63,7,19
11791_3#64,22,81
11791_3#65,3,10
11791_3#66,3,10
11791_3#67,2,6
11791_3#68,13,39
11791_3#69,24,86
11791_3#7,20,68
11791_3#70,9,24
11791_3#71,23,85
11791_3#72,13,39
11791_3#73,19,64
11791_3#74,19,63
11791_3#75,20,67
11791_3#76,14,43
11791_3#77,20,68
11791_3#78,18,55
11791_3#79,23,85
11791_3#8,19,64
11791_3#80,3,10
11791_3#81,24,86
11791_3#82,1,2
11791_3#83,7,20
11791_3#84,16,50
11791_3#85,2,6
11791_3#86,19,64
11791_3#87,13,37
11791_3#88,2,6
11791_3#89,20,70
11791_3#9,2,4
11791_3#90,13,39
11791_3#91,6,18
11791_3#92,24,88
11791_3#93,1,2
11791_3#94,3,9
11791_3#95,14,43
11791_3#96,18,55
11791_6#1,24,87
11791_6#10,20,68
11791_6#11,24,88
11791_6#12,23,84
11791_6#13,18,55
11791_6#14,9,25
11791_6#15,20,66
11791_6#16,8,22
11791_6#17,14,42
11791_6#18,4,11
11791_6#19,5,16
11791_6#2,3,10
11791_6#20,19,62
11791_6#21,19,60
11791_6#22,20,70
11791_6#23,20,70
11791_6#24,24,86
11791_6#25,24,86
11791_6#26,19,61
11791_6#27,7,20
11791_6#28,18,55
11791_6#29,5,16
11791_6#3,3,10
11791_6#30,24,86
11791_6#32,24,86
11791_6#33,7,19
11791_6#34,16,50
11791_6#35,5,16
11791_6#36,19,64
11791_6#37,24,86
11791_6#38,5,16
11791_6#39,20,69
11791_6#4,19,61
11791_6#5,20,65
11791_6#6,1,2
11791_6#7,24,86
11791_6#9,24,86
11791_7#1,20,68
11791_7#10,21,73
11791_7#11,19,63
11791_7#12,20,70
11791_7#13,20,70
11791_7#14,20,70
11791_7#15,19,60
11791_7#16,2,6
11791_7#17,1,2
11791_7#18,19,60
11791_7#19,20,69
11791_7#2,24,86
11791_7#20,19,62
11791_7#21,24,88
11791_7#22,20,68
11791_7#23,19,60
11791_7#24,19,62
11791_7#25,20,66
11791_7#26,5,16
11791_7#27,23,85
11791_7#28,20,68
11791_7#29,4,11
11791_7#3,4,11
11791_7#30,2,4
11791_7#32,17,52
11791_7#33,19,64
11791_7#34,20,70
11791_7#35,19,61
11791_7#36,3,10
11791_7#37,2,6
11791_7#38,19,60
11791_7#39,1,2
11791_7#4,20,68
11791_7#40,20,66
11791_7#41,20,67
11791_7#42,2,6
11791_7#44,20,70
11791_7#45,24,88
11791_7#46,16,50
11791_7#47,7,20
11791_7#48,20,69
11791_7#49,24,86
11791_7#5,24,86
11791_7#50,24,86
11791_7#51,15,44
11791_7#52,7,20
11791_7#53,3,10
11791_7#54,14,42
11791_7#55,24,86
11791_7#56,20,67
11791_7#57,12,34
11791_7#58,23,85
11791_7#59,24,86
11791_7#6,22,81
11791_7#60,24,86
11791_7#61,20,70
11791_7#62,20,69
11791_7#63,20,70
11791_7#64,20,70
11791_7#65,20,67
11791_7#66,1,2
11791_7#67,18,53
11791_7#68,23,85
11791_7#69,10,28
11791_7#7,24,86
11791_7#70,21,75
11791_7#9,22,81
11893_8#71,13,38
12045_3#57,19,64
12045_3#58,3,10
12045_3#59,7,20
12045_3#60,20,70
12045_3#61,1,2
12045_3#62,15,45
12045_3#63,20,70
12045_3#64,18,55
12045_3#65,17,52
12045_3#66,19,61
12045_3#67,20,70
