Isolate K_2 K_3 K_4 K_5 K_6 K_7 K_8 K_9 K_10 K_11 K_12 K_13 K_14 K_15 K_16 K_17 K_18 K_19 K_20 K_21 K_22 K_23 K_24 K_25 K_26 K_27 K_28 K_29 K_30 K_31 K_32 K_33 K_34 K_35 K_36 K_37 K_38 K_39 K_40 K_41 K_42 K_43 K_44 K_45 K_46 K_47 K_48 K_49 K_50
EM_COY_2015_015986_2015-04-20 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 13 13 14 14 15 15 16 17 17 17 17 17 17 17 17 17 17 17 18 19 19 19 19 19 19 19 20 21 21 21
EM_COY_2015_016236_2015-05-03 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
EM_COY_2015_016238_2015-05-03 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 13 13 14 14 15 15 16 17 17 17 17 17 17 17 17 17 17 17 18 19 19 19 19 19 19 19 20 21 21 21
EM_COY_2015_016263_2015-05-04 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
EM_COY_2015_016267_2015-05-04 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 13 13 14 14 15 15 16 17 17 17 17 17 17 17 17 17 17 17 18 19 19 19 19 19 19 19 20 21 21 21
EM_COY_2015_016278_2015-05-05 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 13 13 13 13
EM_COY_2015_016293_2015-05-06 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
EM_COY_2015_016414_2015-05-11 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_COY_2015_016449_2015-05-11 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
EM_COY_2015_016456_2015-05-12 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_COY_2015_016483_2015-05-13 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7
EM_COY_2015_016515_2015-05-14 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_COY_2015_016531_2015-05-14 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_COY_2015_016617_2015-05-16 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_COY_2015_016642_2015-05-17 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
EM_COY_2015_016743_2015-05-19 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7
EM_COY_2015_016800_2015-05-20 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_COY_2015_017018_2015-05-26 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
EM_COY_2015_017021_2015-05-25 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
EM_COY_2015_017057_2015-05-27 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_COY_2015_017091_2015-05-28 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7
EM_COY_2015_017135_2015-05-29 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_COY_2015_017238_2015-05-31 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_COY_2015_017240_2015-05-31 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_COY_2015_017574_2015-06-10 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7
EM_COY_2015_017664_2015-06-12 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_COY_2015_017666_2015-06-12 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_COY_2015_017787_2015-06-16 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_COY_2015_017788_2015-06-16 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_COY_2015_017865_2015-06-18 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_COY_2015_022059_2015-07-02 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 13 13 13 13
EM_COY_2015_023747_2015-09-09 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_FORE_2015-1971_2015-08-14 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 13 13 13 13
EM_FORE_2015_1023_2015-06-29 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 13 13 13 13
EM_FORE_2015_1024_2015-06-29 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 13 13 13 13
EM_FORE_2015_1047_2015-06-30 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 13 13 13 13
EM_FORE_2015_1076_2015-07-01 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 13 13 13 13
EM_FORE_2015_1079_2015-07-01 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 13 13 13 13
EM_FORE_2015_1118_2015-07-02 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 13 13 13 13
EM_FORE_2015_1313_2015-07-10 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 13 13 13 13
EM_FORE_2015_1415_2015-07-20 1 2 2 5 6 6 7 8 8 8 8 9 9 9 9 9 9 9 10 8 8 8 8 9 9 9 9 9 9 9 9 9 9 19 19 19 19 20 21 21 21 21 21 21 21 22 23 23 23
EM_FORE_2015_1437_2015-07-15 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 13 13 13 13
EM_FORE_2015_2781_2015-10-13 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_FORE_2015_2878_2015-10-24 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_FORE_2015_695_2015-06-07 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 13 13 13 13
EM_FORE_2015_696_2015-06-07 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 13 13 13 13
EM_FORE_2015_697_2015-06-07 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 13 13 13 13
EM_FORE_2015_781_2015-06-13 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 13 13 13 13
EM_FORE_2015_816_2015-06-15 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
EM_FORE_2015_875_2015-06-17 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
EM_FORE_2015_896_2015-06-20 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 13 13 13 13
EM_FORE_2015_934_2015-06-23 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 13 13 13 13
EM_GUI_2015_004674_2015-03-26 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 13 13 14 14 15 15 16 17 17 17 17 17 17 17 17 17 17 17 18 19 19 19 19 19 19 19 20 21 21 21
EM_FORE_2015-2417_2015-09-15 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
EM_FORE_2015-2531_2015-09-26 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 20 20 20
EM_FORE_2015-2533_2015-09-26 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
GUI_CTS_2015_0050_2015-06-20 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7
GUI_CTS_2015_0051_2015-06-21 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7
GUI_CTS_2015_0052_2015-06-25 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7
IPDPFHGINSP_GUI_2015_4786_2015-03-26 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 22 22 22 23 24 24 24
IPDPFHGINSP_GUI_2015_4909_2015-03-29 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 22 22 22 23 24 24 24
IPDPFHGINSP_GUI_2015_5038_2015-04-01 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
IPDPFHGINSP_GUI_2015_5117_2015-04-03 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 22 22 22 23 24 24 24
IPDPFHGINSP_GUI_2015_5339_2015-04-08 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7
IPDPFHGINSP_GUI_2015_6505_2015-05-03 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
IPDPFHGINSP_GUI_2015_6899_2015-05-14 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7
IPDPFHGINSP_GUI_2015_7070_2015-05-18 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
KG12_2015-05-27 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7
KG167_2015-06-29 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7
KG168_2015-06-29 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7
KG80_2015-06-18 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7
KG87_2015-06-19 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7
KG88_2015-06-19 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7
KG90_2015-06-19 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7
KG91_2015-06-20 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7
REDC-GUI-2015-00402_2015-07-08 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
REDC-GUI-2015-00497_2015-07-12 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 13 13 13 13
REDC-GUI-2015-00502_2015-07-13 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
REDC_GUI_2015_00483_2015-07-12 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
REDC_GUI_2015_00494B_2015-07-12 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
REDC_GUI_2015_00545_2015-07-15 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
REDC_GUI_2015_00576_2015-07-17 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
REDC_GUI_2015_00589_2015-07-15 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
REDC_GUI_2015_01165_2015-08-18 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 20 20 20
REDC_GUI_2015_01285_2015-08-24 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
REDC_GUI_2015_01323_2015-08-27 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
REDC_GUI_2015_01408_2015-09-01 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
REDC_GUI_2015_02242_2015-10-24 1 2 2 5 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8
77551_EMLK_2015-01-01 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
PL4197_2015-03-02 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
PL4203_2015-03-02 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
PL4284_2015-03-03 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
704_EMLH_2015-02-09 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
PL4932_2015-03-18 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
MK0464_2014-12-24 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
MK0865_2015-01-05 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
MK0866_2015-01-05 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
MK0867_2015-01-05 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
PL4119_2015-02-28 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
PL4785_2015-03-14 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
PL4813_2015-03-14 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
PL4283_2015-03-03 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
PL4443_2015-03-07 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
PL4844_2015-03-16 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
PL4886_2015-03-16 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
PL5133_2015-03-21 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
PL5275_2015-03-24 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
PL5534_2015-03-29 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
PL5674_2015-03-31 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
PL5950_2015-04-08 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
MK1156_2015-01-15 1 2 2 2 2 2 2 2 2 9 10 11 11 11 11 12 13 13 14 15 15 16 16 17 17 18 19 19 19 19 19 19 19 20 20 21 21 22 23 23 23 23 24 24 24 25 26 26 26
20146578_2014-12-26 1 2 2 2 2 2 2 2 2 9 10 11 11 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 19 19 20 20 21 21 22 23 23 23 23 24 24 25 26 27 27 27
DML25123_2015-02-18 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14 14
EM_079388_2014-07-30 1 2 2 2 2 2 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 10 10 10 10
14748_EML_2015-04-19 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 13 13 14 14 15 15 16 17 17 17 17 17 17 17 17 17 17 17 18 19 19 19 19 19 19 19 20 21 21 21
PL4804_2015-03-15 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 11 11 12 12 12 13 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 18 18 18 18 18 19 19 19 19
20140008_2014-08-22 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 22 23 24 24 24 24 25 25 26 27 28 28 28
20140024_2014-08-20 1 2 2 2 2 2 2 2 2 9 10 11 11 11 11 12 13 13 14 15 15 16 16 17 17 18 19 19 19 19 19 19 19 20 20 21 21 22 23 23 23 23 24 24 24 25 26 26 26
20140038_2014-08-23 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 22 23 24 24 24 24 25 25 26 27 28 28 28
