Isolate K_2 K_3 K_4 K_5 K_6 K_7 K_8 K_9 K_10 K_11 K_12 K_13 K_14 K_15 K_16 K_17 K_18 K_19 K_20 K_21 K_22 K_23 K_24 K_25 K_26 K_27 K_28 K_29 K_30 K_31 K_32 K_33 K_34 K_35 K_36 K_37 K_38 K_39 K_40 K_41 K_42 K_43 K_44 K_45 K_46 K_47 K_48 K_49 K_50
4386_7#5 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 8 8 9 9
4386_7#7 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 17 18 19 19 19 19 19 20 20 20 20 20 21 22 22 23 24 25 26
4386_7#8 2 2 2 2 2 5 5 6 6 6 8 8 8 15 16 17 17 17 17 17 17 17 17 17 17 17 17 18 18 19 20 21 22 23 23 23 23 24 24 24 25 26 27 28 28 29 30 31 32
4386_8#1 2 2 4 5 5 6 6 7 8 8 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 20 20 21 21 22 23 24 25 26 26 27 27 28 29 29 30 31 32 33 33 34 35 36 37
4386_8#10 2 2 2 2 2 5 5 6 6 6 8 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 16 17 17 18 19 20 21 22 22 22 22 23 23 23 23 23 24 25 25 26 27 28 29
4386_8#11 2 2 4 5 5 6 6 7 8 8 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 20 20 21 21 22 23 24 25 26 26 27 27 28 29 29 30 31 32 33 33 34 35 36 37
4386_8#2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 17 18 19 19 19 19 19 20 20 20 20 20 21 22 22 23 24 25 26
4386_8#3 2 2 2 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 22 23 24 25 26 27 27 28 28 29 30 30 31 32 33 34 34 35 36 37 38
4386_8#4 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 17 18 19 19 19 19 19 20 20 20 20 20 21 22 22 23 24 25 26
4386_8#5 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 9 9 9 9 9 9 9 9 9 9 9 10 10 11 12 12 13 13
4386_8#7 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 17 18 19 19 19 19 19 20 20 20 20 20 21 22 22 23 24 25 26
4386_8#8 2 2 2 2 2 5 5 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 24 24 25 26 26 27 28 29 30 30 31 32 33 34
4395_2#1 2 2 4 5 5 6 6 7 8 8 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 20 20 21 21 22 23 24 25 26 26 27 27 28 29 29 30 31 32 33 33 34 35 36 37
4395_2#10 2 2 4 5 5 6 6 7 8 8 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 20 20 21 21 22 23 24 25 26 26 27 27 28 29 29 30 31 32 33 33 34 35 36 37
4395_2#11 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
4395_2#12 2 2 4 5 5 6 6 7 8 8 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 20 20 21 21 22 23 24 25 26 26 27 27 28 29 29 30 31 32 33 33 34 35 36 37
4395_2#3 2 2 2 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 8 8
4395_2#4 2 2 2 2 2 5 5 6 6 6 8 8 8 8 8 8 8 8 8 19 19 20 20 20 20 21 21 22 23 24 25 26 27 28 28 29 29 30 31 31 32 33 34 35 35 36 37 38 39
4395_2#5 2 2 4 5 5 6 6 7 8 8 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 20 20 21 21 22 23 24 25 26 26 27 27 28 29 29 30 31 32 33 33 34 35 36 37
4395_2#6 2 2 4 5 5 6 6 7 8 8 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 20 20 21 21 22 23 24 25 26 26 27 27 28 29 29 30 31 32 33 33 34 35 36 37
4395_2#7 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
4395_2#8 2 2 2 2 6 7 7 8 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 12 12 13 13 14 14 14 14 14 14 14 14 14 14 14 15 16 16 17 18 19 19
4395_2#9 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
4395_3#1 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
4395_3#10 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 7 7
4395_3#11 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 30 31 32 32 33 34 35 36 1 1 14 15 15
4395_3#12 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 7 7
4395_3#3 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6
4395_3#4 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 9 9 9 9 9 9 9 9 9 9 9 10 10 11 12 12 13 13
4395_3#5 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 7 7
4395_3#6 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 7 7
4395_3#7 2 2 2 2 2 5 5 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 24 24 25 26 26 27 28 29 30 30 31 32 33 34
4395_3#8 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
4395_3#9 2 2 2 2 6 7 7 8 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 12 12 13 13 14 14 14 14 14 14 14 14 14 14 14 15 16 16 17 18 19 19
4414_1#1 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 17 17 17 17 17 17 25 25 26 27 28 29 29 8 8 9 9
4414_1#10 2 2 2 2 2 5 5 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 24 24 25 26 26 27 28 29 30 30 31 32 33 34
4414_1#12 2 2 2 2 2 5 5 6 7 10 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 13 13 14 14 15 15 15 15 15 15 15 15 15 15 15 16 17 17 18 19 20 20
4414_1#2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
4414_1#3 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 8 8 9 9
4414_1#5 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 9 9 9 9 9 9 9 9 9 9 9 10 10 11 12 12 13 13
4414_1#6 2 2 2 2 2 5 5 6 6 6 8 8 8 15 16 17 17 17 17 17 17 17 17 17 17 17 17 18 18 19 20 21 22 23 23 23 23 24 24 24 25 26 27 28 28 29 30 31 32
4414_1#8 2 2 2 2 2 5 5 6 6 6 8 8 8 8 8 8 18 19 19 20 20 21 21 21 21 22 22 23 24 25 26 27 28 29 29 30 31 32 33 33 34 35 36 37 36 37 38 39 40
4414_2#1 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 17 17 17 17 17 17 25 25 26 27 28 29 29 30 31 32 33
4414_2#10 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 30 31 32 33 34 34 35 36 37 38 37 38 39 40 41
4414_2#12 2 2 4 5 5 6 6 7 8 8 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 20 20 21 21 22 23 24 25 26 26 27 27 28 29 29 30 31 32 33 33 34 35 36 37
4414_2#2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
4414_2#3 2 2 4 5 5 6 6 7 8 8 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 20 20 21 21 22 23 24 25 26 26 27 27 28 29 29 30 31 32 33 33 34 35 36 37
4414_2#4 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 17 17 17 17 17 17 25 25 26 27 28 29 29 30 31 32 33
4414_2#5 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
4414_2#6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 30 31 32 33 34 34 35 36 37 38 37 38 39 40 41
4414_2#7 2 2 2 2 2 2 2 2 2 2 2 2 2 2 13 14 14 14 14 14 14 14 14 14 14 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 19 20 20 21 22 23 24
4414_2#8 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
4414_2#9 2 2 2 2 2 5 5 6 6 6 8 8 8 8 8 8 8 18 18 18 18 19 19 19 19 19 19 20 20 21 22 23 24 25 25 26 26 27 28 28 29 30 31 32 32 33 34 35 36
4414_3#1 2 2 2 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 8 8
4414_3#10 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 14 15 15
4414_3#11 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 14 15 15
4414_3#12 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 14 15 15
4414_3#2 2 2 2 2 2 5 5 6 6 6 8 8 12 12 12 13 13 13 13 13 13 13 13 13 13 13 13 14 14 15 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 19 20 21 21
4414_3#3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8 9 9 10 10
4414_3#4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 20 21 21 22 22 22 22 23 23 24 25 26 27 28 29 30 31 32 33 34 35 35 36 37 38 39 38 39 40 41 42
4414_3#5 2 2 2 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 20 20 20 20 21 21 21 21 21 22 23 23 24 25 26 27
4414_3#6 2 2 2 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 20 20 20 20 21 21 21 21 21 22 23 23 24 25 26 27
4414_3#7 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 24 25 26 27 28 29 30 31 32 33 34 35 36 36 37 38 39 40 39 40 41 42 43
4414_3#8 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 23
4414_3#9 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 23
4414_5#1 2 2 2 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 8 8
4414_5#10 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 14 15 15
4414_5#11 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 17 17 17 17 17 17 25 25 26 27 28 29 29 30 31 32 33
4414_5#12 2 2 2 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 8 8
4414_5#2 2 2 2 2 2 5 5 6 6 6 8 8 8 8 8 8 18 19 19 20 20 21 21 21 21 22 22 23 24 25 26 27 28 29 29 30 31 32 33 33 34 35 36 37 36 37 38 39 40
4414_5#3 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6
4414_5#4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 14 15 15
4414_5#5 2 2 4 5 5 6 6 7 8 8 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 10 10 11 11 12 12 13 13 13 13 13 13 19 19 19 19 19 20 21 21 22 23 24 25
4414_5#6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 14 15 15
4414_5#7 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
4414_5#8 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5
4414_5#9 2 2 2 2 2 5 5 6 6 6 8 8 8 8 8 8 8 8 8 8 8 8 23 23 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 37 38 39 40 41 40 41 42 43 44
4414_6#1 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6
4414_6#10 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 8 8 9 9
4414_6#12 2 2 2 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 8 8
4414_6#2 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 17 17 17 17 17 17 17 17 17 17 18 19 19 20 21 22 22
4414_6#3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 14 15 15
4414_6#4 2 2 2 2 2 5 5 6 6 6 8 8 12 12 12 13 13 13 13 13 13 13 13 13 13 13 13 14 14 15 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 19 20 21 21
4414_6#5 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 9 9 9 9 9 9 9 9 9 9 9 10 10 11 12 12 13 13
4414_6#6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 14 15 15
4414_6#7 2 2 2 2 2 5 5 6 6 6 8 13 14 14 15 16 16 16 16 16 16 16 16 16 16 16 16 17 17 18 19 20 21 22 22 22 22 23 23 23 23 23 24 25 25 26 27 28 29
4414_6#9 2 2 2 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 8 8
4430_1#1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5
4430_1#10 1 3 3 4 4 4 8 9 10 11 12 12 13 13 14 15 15 15 15 15 15 15 15 24 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 38 39 40 41 42 41 42 43 44 45
4430_1#11 2 2 4 5 5 6 6 7 8 8 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 10 10 11 11 12 12 13 13 13 13 13 13 13 13 13 13 13 14 15 15 16 17 18 18
4430_1#12 2 2 2 2 2 5 5 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 10 11 11 12 12
4430_1#2 2 2 2 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 20 20 20 20 21 21 21 21 21 22 23 23 24 25 26 27
4430_1#3 2 2 2 2 2 5 5 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 10 11 11 12 12
4430_1#5 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 17 17 17 17 17 17 25 25 26 27 28 29 29 30 31 32 33
4430_1#6 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
4430_1#7 2 2 2 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 24 25 26 27 27 28 29 30 31
4430_1#9 2 2 4 5 5 6 6 7 8 8 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 10 10 11 11 12 12 13 13 13 13 13 13 19 19 19 19 19 20 21 21 22 23 24 25
4430_2#1 2 2 2 2 2 5 5 6 6 6 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9 10 10 11 11 12 12 12 12 12 12 12 12 12 12 12 13 13 13 14 15 16 16
4430_2#10 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 17 18 19 19 19 19 19 20 20 20 20 20 21 22 22 23 24 25 26
4430_2#11 2 2 2 2 2 5 5 6 6 6 8 8 8 8 8 8 8 8 8 8 22 23 24 25 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 39 40 41 42 43 42 43 44 45 46
4430_2#12 2 2 2 2 2 5 5 6 6 6 8 8 12 12 12 13 13 13 13 13 13 13 13 13 13 13 13 14 14 15 15 16 16 16 16 16 16 16 16 16 16 16 17 18 18 19 20 21 21
4430_2#2 2 2 4 5 5 6 6 7 8 8 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 20 20 21 21 22 23 24 25 26 26 27 27 28 29 29 30 31 32 33 33 34 35 36 37
4430_2#3 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 17 18 19 19 19 19 19 20 20 20 20 20 21 22 22 23 24 25 26
4430_2#4 2 2 2 2 2 5 5 6 6 6 8 8 8 8 8 8 18 19 19 20 20 21 21 21 21 22 22 23 24 25 26 27 28 29 29 30 31 32 33 33 34 35 36 37 36 37 38 39 40
4430_2#5 2 2 4 5 5 6 6 7 8 8 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 20 20 21 21 22 23 24 25 26 26 27 27 28 29 29 30 31 32 33 33 34 35 36 37
4430_2#6 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 17 18 19 19 19 19 19 20 20 20 20 20 21 22 22 23 24 25 26
4430_2#7 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 17 18 19 19 19 19 19 20 20 20 20 20 21 22 22 23 24 25 26
4430_2#8 2 2 2 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 8 8
4430_2#9 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 23
4453_5#1 2 2 2 2 2 5 5 6 7 10 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 13 13 14 14 15 15 15 15 15 15 15 15 40 41 42 43 44 43 44 45 46 47
4453_5#10 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
4453_5#2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9 9 10 10 11 11 11 11 11 11 11 11 11 11 11 12 12 44 45 46 47 48
4453_5#3 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 45 46 47 48 49
4453_5#4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 30 31 32 32 33 34 35 36 46 47 48 49 50
4453_5#5 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 9 9 9 9 9 9 9 9 9 9 9 10 10 11 12 12 13 13
4453_5#6 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4
4453_5#7 2 2 2 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 8 8
4453_5#9 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 17 18 19 19 19 19 19 20 20 20 20 24 25 26 26 27 28 29 30
6133_1#1 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 17 17 17 17 17 17 25 25 26 27 28 29 29 30 31 32 33
6133_1#10 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
6133_1#11 1 3 3 4 4 4 8 9 10 11 12 12 13 13 14 15 15 15 15 15 15 15 15 15 15 15 15 16 16 17 18 19 20 21 21 21 21 22 22 22 22 22 23 24 24 25 26 27 28
6133_1#12 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 30 31 32 32 33 34 35 36 46 47 48 49 50
6133_1#2 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 24 25 26 27 28 29 30 31 32 33 34 35 36 36 37 38 39 40 39 40 41 42 43
6133_1#3 2 2 4 5 5 6 6 7 8 8 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 10 10 11 11 12 12 13 13 13 13 13 13 19 19 19 19 19 20 21 21 22 23 24 25
6133_1#4 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
6133_1#5 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 17 17 17 17 17 17 25 25 26 27 28 29 29 30 31 32 33
6133_1#6 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 17 17 17 17 17 17 25 25 26 27 28 29 29 30 31 32 33
6133_1#7 2 2 2 2 6 7 7 8 9 9 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 12 12 13 13 14 14 14 14 14 14 14 14 14 14 14 15 16 16 17 18 19 19
6133_1#8 1 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 17 17 17 17 17 17 25 25 26 27 28 29 29 30 31 32 33
6133_1#9 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
6133_2#1 2 2 2 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 8 8
