Isolates,Level 1,Level 2
11679_8#69,3,10
11679_8#7,18,59
11679_8#70,19,67
11679_8#71,2,5
11679_8#72,22,82
11679_8#73,11,32
11679_8#74,19,67
11679_8#75,13,38
11679_8#76,3,10
11679_8#77,6,19
11679_8#78,20,68
11679_8#79,3,10
11679_8#8,22,82
11679_8#80,13,37
11679_8#81,23,86
11679_8#82,18,64
11679_8#83,20,69
11679_8#84,19,67
11679_8#85,19,65
11679_8#86,19,67
11679_8#87,19,67
11679_8#88,16,51
11679_8#89,1,1
11679_8#9,18,60
11679_8#90,22,82
11679_8#91,14,43
11679_8#92,24,89
11679_8#93,14,43
11679_8#94,1,2
11679_8#95,5,17
11679_8#96,20,71
11791_3#1,16,52
11791_3#10,21,77
11791_3#11,21,80
11791_3#12,20,71
11791_3#13,2,4
11791_3#14,13,37
11791_3#15,2,7
11791_3#16,3,9
11791_3#17,23,85
11791_3#18,14,43
11791_3#19,3,10
11791_3#2,3,10
11791_3#20,16,51
11791_3#21,20,68
11791_3#22,12,34
11791_3#23,12,34
11791_3#24,20,68
11791_3#25,23,86
11791_3#26,19,66
11791_3#27,6,19
11791_3#28,13,40
11791_3#29,23,86
11791_3#3,24,91
11791_3#30,16,50
11791_3#31,22,82
11791_3#32,19,65
11791_3#33,6,19
11791_3#34,20,68
11791_3#35,1,2
11791_3#36,20,71
11791_3#37,17,56
11791_3#38,18,63
11791_3#39,12,35
11791_3#4,22,82
11791_3#40,20,71
11791_3#41,12,35
11791_3#42,20,71
11791_3#43,19,65
11791_3#44,3,10
11791_3#45,2,7
11791_3#46,23,83
11791_3#47,22,82
11791_3#48,20,71
11791_3#49,19,66
11791_3#5,16,52
11791_3#50,2,7
11791_3#51,2,4
11791_3#52,11,32
11791_3#53,10,27
11791_3#54,3,10
11791_3#55,2,7
11791_3#56,6,19
11791_3#57,16,51
11791_3#58,19,67
11791_3#59,22,82
11791_3#6,13,39
11791_3#60,17,53
11791_3#61,2,4
11791_3#62,19,66
11791_3#63,7,20
11791_3#64,24,89
11791_3#65,3,10
11791_3#66,3,10
11791_3#67,2,7
11791_3#68,13,37
11791_3#69,19,65
11791_3#7,20,70
11791_3#70,9,25
11791_3#71,23,86
11791_3#72,13,37
11791_3#73,18,60
11791_3#74,18,61
11791_3#75,20,68
11791_3#76,14,44
11791_3#77,20,70
11791_3#78,16,51
11791_3#79,23,86
11791_3#8,18,60
11791_3#80,3,10
11791_3#81,19,65
11791_3#82,1,2
11791_3#83,7,21
11791_3#84,17,54
11791_3#85,2,7
11791_3#86,18,60
11791_3#87,13,39
11791_3#88,2,7
11791_3#89,20,71
11791_3#9,2,4
11791_3#90,13,38
11791_3#91,6,19
11791_3#92,19,67
11791_3#93,1,2
11791_3#94,3,8
11791_3#95,14,44
11791_3#96,16,51
11791_6#1,19,66
11791_6#10,20,70
11791_6#11,19,67
11791_6#12,23,85
11791_6#13,16,51
11791_6#14,9,26
11791_6#15,20,73
11791_6#16,8,23
11791_6#17,14,43
11791_6#18,4,13
11791_6#19,5,17
11791_6#2,3,10
11791_6#20,18,61
11791_6#21,18,63
11791_6#22,20,71
11791_6#23,20,71
11791_6#24,19,65
11791_6#25,19,65
11791_6#26,18,59
11791_6#27,7,21
11791_6#28,16,51
11791_6#29,5,17
11791_6#3,3,10
11791_6#30,19,65
11791_6#32,19,65
11791_6#33,7,20
11791_6#34,17,54
11791_6#35,5,17
11791_6#36,18,60
11791_6#37,19,65
11791_6#38,5,17
11791_6#39,20,72
11791_6#4,18,59
11791_6#5,20,69
11791_6#6,1,2
11791_6#7,19,65
11791_6#9,19,65
11791_7#1,20,70
11791_7#10,21,77
11791_7#11,18,61
11791_7#12,20,71
11791_7#13,20,71
11791_7#14,20,71
11791_7#15,18,63
11791_7#16,2,7
11791_7#17,1,2
11791_7#18,18,63
11791_7#19,20,72
11791_7#2,19,65
11791_7#20,18,61
11791_7#21,19,67
11791_7#22,20,70
11791_7#23,18,63
11791_7#24,18,61
11791_7#25,20,73
11791_7#26,5,17
11791_7#27,23,86
11791_7#28,20,70
11791_7#29,4,13
11791_7#3,4,13
11791_7#30,2,4
11791_7#32,22,82
11791_7#33,18,60
11791_7#34,20,71
11791_7#35,18,59
11791_7#36,3,10
11791_7#37,2,7
11791_7#38,18,63
11791_7#39,1,2
11791_7#4,20,70
11791_7#40,20,73
11791_7#41,20,68
11791_7#42,2,7
11791_7#44,20,71
11791_7#45,19,67
11791_7#46,17,54
11791_7#47,7,21
11791_7#48,20,72
11791_7#49,19,65
11791_7#5,19,65
11791_7#50,19,65
11791_7#51,15,45
11791_7#52,7,21
11791_7#53,3,10
11791_7#54,14,43
11791_7#55,19,65
11791_7#56,20,68
11791_7#57,12,34
11791_7#58,23,86
11791_7#59,19,65
11791_7#6,24,89
11791_7#60,19,65
11791_7#61,20,71
11791_7#62,20,72
11791_7#63,20,71
11791_7#64,20,71
11791_7#65,20,68
11791_7#66,1,2
11791_7#67,16,49
11791_7#68,23,84
11791_7#69,10,28
11791_7#7,19,65
11791_7#70,21,80
11791_7#9,24,89
11893_8#71,13,40
12045_3#57,18,64
12045_3#58,3,10
12045_3#59,7,21
12045_3#60,20,71
12045_3#61,1,2
12045_3#62,15,46
12045_3#63,20,71
12045_3#64,16,51
12045_3#65,22,82
12045_3#66,18,59
12045_3#67,20,71
