Isolates,Level 1,Level 2
11658_5#31,16,50
11658_5#32,19,65
11658_5#33,18,59
11658_5#34,15,46
11658_5#35,6,18
11658_5#36,20,70
11658_5#37,21,77
11658_5#38,7,21
11658_5#4,10,29
11658_5#40,13,38
11658_5#41,19,65
11658_5#42,19,66
11658_5#43,14,44
11658_5#44,19,65
11658_5#45,2,7
11658_5#46,16,51
11658_5#47,18,60
11658_5#49,3,10
11658_5#5,19,65
11658_5#50,19,66
11658_5#51,22,82
11658_5#52,10,28
11658_5#53,19,67
11658_5#54,21,80
11658_5#55,22,82
11658_5#56,3,10
11658_5#57,19,67
11658_5#58,21,77
11658_5#59,15,47
11658_5#6,18,63
11658_5#60,22,82
11658_5#61,18,62
11658_5#62,16,49
11658_5#63,2,5
11658_5#64,4,12
11658_5#65,23,83
11658_5#66,19,65
11658_5#67,16,51
11658_5#68,20,71
11658_5#69,22,82
11658_5#7,16,52
11658_5#70,6,19
11658_5#71,17,56
11658_5#72,18,58
11658_5#73,20,71
11658_5#74,16,51
11658_5#75,18,61
11658_5#76,20,68
11658_5#77,7,21
11658_5#78,5,17
11658_5#79,20,68
11658_5#8,12,35
11658_5#80,3,10
11658_5#81,15,47
11658_5#82,20,71
11658_5#83,16,51
11658_5#84,18,62
11658_5#85,18,63
11658_5#86,13,40
11658_5#87,19,65
11658_5#88,17,54
11658_5#89,18,61
11658_5#9,13,37
11658_5#90,18,60
11658_5#91,18,61
11658_5#92,9,25
11658_5#93,3,10
11658_5#94,3,9
11658_5#95,14,44
11658_5#96,16,49
11658_6#1,18,63
11658_6#10,19,65
11658_6#11,13,38
11658_6#12,8,23
11658_6#13,19,65
11658_6#14,4,13
11658_6#15,5,15
11658_6#16,13,38
11658_6#17,3,10
11658_6#18,6,18
11658_6#19,3,10
11658_6#2,20,72
11658_6#20,17,54
11658_6#21,17,54
11658_6#22,19,66
11658_6#23,3,9
11658_6#24,9,26
11658_6#25,20,68
11658_6#26,18,63
11658_6#27,16,50
11658_6#28,22,82
11658_6#29,23,86
11658_6#3,22,82
11658_6#30,21,76
11658_6#31,23,86
11658_6#32,3,10
11658_6#33,20,71
11658_6#34,19,65
11658_6#35,17,54
11658_6#36,4,11
11658_6#37,6,19
11658_6#38,21,76
11658_6#39,19,65
11658_6#4,20,71
11658_6#40,18,63
11658_6#41,19,65
11658_6#42,3,10
11658_6#43,19,65
11658_6#44,16,52
11658_6#45,16,50
11658_6#47,3,10
11658_6#48,8,23
11658_6#49,5,17
11658_6#5,20,68
11658_6#50,20,70
11658_6#51,20,71
11658_6#52,2,4
11658_6#53,19,66
11658_6#54,20,71
11658_6#55,16,51
11658_6#56,18,64
11658_6#57,20,72
11658_6#58,2,7
11658_6#59,16,51
11658_6#6,6,19
11658_6#60,16,52
11658_6#61,7,21
11658_6#62,20,71
11658_6#63,19,67
11658_6#64,19,65
11658_6#65,20,70
11658_6#66,6,19
11658_6#67,18,58
11658_6#68,17,56
11658_6#69,16,52
11658_6#7,2,7
11658_6#70,7,21
11658_6#71,16,51
11658_6#72,21,76
11658_6#73,19,65
11658_6#74,20,71
11658_6#75,8,22
11658_6#76,13,38
11658_6#77,23,84
11658_6#78,7,21
11658_6#79,23,86
11658_6#8,20,70
11658_6#80,18,63
11658_6#81,19,65
11658_6#82,19,65
11658_6#83,18,63
11658_6#84,15,47
11658_6#85,13,36
11658_6#86,18,60
11658_6#87,4,14
11658_6#88,19,65
11658_6#89,20,71
11658_6#9,20,71
11658_6#90,20,71
11658_6#91,19,65
11658_6#92,19,67
11658_6#93,17,54
11658_6#94,20,68
11658_6#95,20,71
11658_6#96,2,7
11658_7#1,18,63
11658_7#10,9,25
11658_7#11,17,54
11658_7#13,10,29
11658_7#14,16,50
11658_7#15,19,65
11658_7#16,19,65
11658_7#17,19,67
11658_7#18,18,60
11658_7#19,20,70
11658_7#2,13,40
11658_7#20,23,85
11658_7#21,6,18
11658_7#22,20,71
11658_7#23,19,65
11658_7#24,11,32
11658_7#25,2,7
11658_7#26,19,65
11658_7#27,18,61
11658_7#28,4,11
11658_7#29,18,59
11658_7#3,3,10
11658_7#30,19,65
11658_7#31,7,21
11658_7#32,2,4
11658_7#33,19,65
11658_7#34,3,10
11658_7#35,20,68
11658_7#36,20,70
11658_7#39,18,62
11658_7#4,9,26
11658_7#40,2,6
11658_7#41,1,2
11658_7#42,18,63
11658_7#43,1,2
11658_7#44,23,86
11658_7#45,11,32
11658_7#46,16,52
11658_7#47,20,70
11658_7#48,18,60
11658_7#49,18,63
11658_7#5,20,71
11658_7#50,20,70
11658_7#51,2,7
11658_7#52,19,65
11658_7#53,24,89
11658_7#54,22,82
11658_7#55,20,71
11658_7#56,22,82
11658_7#57,19,67
11658_7#58,20,68
11658_7#59,13,40
11658_7#6,3,10
11658_7#60,13,38
11658_7#62,20,68
11658_7#63,16,50
11658_7#64,19,65
11658_7#65,19,65
11658_7#66,13,39
11658_7#67,19,65
11658_7#68,18,58
11658_7#69,6,19
11658_7#7,19,65
11658_7#70,18,63
11658_7#71,19,65
11658_7#72,1,2
11658_7#73,18,60
11658_7#74,4,11
11658_7#75,8,23
11658_7#76,3,10
11658_7#77,16,51
11658_7#78,19,65
11658_7#79,17,54
11658_7#8,19,65
11658_7#80,5,17
11658_7#81,18,60
11658_7#82,20,71
11658_7#83,10,29
11658_7#84,18,61
11658_7#85,1,1
11658_7#86,19,65
11658_7#87,20,70
11658_7#88,18,62
11658_7#89,18,61
11658_7#9,20,71
11658_7#90,19,65
11658_7#91,2,4
11658_7#92,20,70
11658_7#93,19,65
11658_7#94,4,11
11658_7#95,20,72
11658_7#96,1,3
11658_8#24,16,49
11658_8#25,23,86
11658_8#26,3,10
11658_8#27,19,65
11658_8#28,20,70
11658_8#29,4,11
11658_8#30,24,89
11658_8#31,20,73
11658_8#32,9,25
11658_8#33,5,16
11658_8#34,20,71
11658_8#35,20,71
11658_8#36,22,82
11658_8#37,18,60
11658_8#38,20,71
11658_8#39,7,21
11658_8#40,23,86
11658_8#41,18,61
11658_8#42,23,83
11658_8#43,20,68
11658_8#44,23,84
11658_8#45,10,27
11658_8#46,18,59
11658_8#47,18,63
11658_8#48,18,64
11658_8#49,23,85
11658_8#50,5,17
11658_8#51,9,25
11658_8#52,5,17
11658_8#53,17,54
11658_8#54,18,60
11658_8#55,19,65
11658_8#56,16,51
11658_8#57,3,10
11658_8#58,21,80
11658_8#59,20,68
11658_8#60,11,32
11658_8#61,20,70
11658_8#62,20,70
11658_8#63,20,71
11658_8#64,19,65
11658_8#65,18,64
11658_8#66,5,17
11658_8#67,5,17
11658_8#68,1,2
11658_8#69,18,63
11658_8#70,12,34
11658_8#71,2,4
11658_8#72,18,64
11658_8#73,18,57
11658_8#74,8,23
11658_8#75,3,10
11658_8#76,20,71
11658_8#77,2,7
11658_8#78,19,65
11658_8#79,7,21
11658_8#80,12,34
11658_8#81,11,32
11658_8#82,10,29
11658_8#83,20,68
11658_8#84,19,65
11658_8#85,19,65
11658_8#86,18,61
11658_8#87,20,68
11658_8#88,23,86
11658_8#89,20,71
11658_8#90,23,83
11658_8#91,18,59
11658_8#92,19,65
11658_8#93,19,65
11658_8#94,5,17
11658_8#95,16,50
11658_8#96,1,2
11679_4#1,24,89
11679_4#10,1,3
11679_4#11,18,60
11679_4#12,20,71
11679_4#13,5,17
11679_4#14,17,55
11679_4#15,18,60
11679_4#16,20,70
11679_4#17,23,86
11679_4#18,17,55
11679_4#19,23,83
11679_4#2,20,71
11679_4#20,9,26
11679_4#21,18,57
11679_4#22,13,37
11679_4#23,7,21
11679_4#24,8,22
11679_4#25,20,70
11679_4#26,20,70
11679_4#27,7,21
11679_4#28,22,82
11679_4#29,18,57
11679_4#3,20,71
11679_4#30,17,55
11679_4#31,21,78
11679_4#32,19,65
11679_4#33,8,23
11679_4#34,24,89
11679_4#35,19,65
11679_4#36,18,59
11679_4#37,17,54
11679_4#38,20,71
11679_4#39,19,65
11679_4#4,19,65
11679_4#40,19,65
11679_4#41,20,68
11679_4#42,20,71
11679_4#43,22,82
11679_4#44,19,66
11679_4#45,18,63
11679_4#46,16,51
11679_4#47,21,76
11679_4#48,18,63
11679_4#49,20,71
11679_4#5,18,59
11679_4#50,7,21
11679_4#52,19,65
11679_4#53,19,65
11679_4#54,19,65
11679_4#55,20,71
11679_4#56,19,65
11679_4#57,20,70
11679_4#58,19,67
11679_4#59,13,38
11679_4#6,14,44
11679_4#60,18,63
11679_4#61,9,26
11679_4#62,19,67
11679_4#63,18,63
11679_4#64,7,21
11679_4#65,3,9
11679_4#66,19,65
11679_4#67,15,47
11679_4#68,6,19
11679_4#69,20,73
11679_4#7,20,71
11679_4#70,22,82
11679_4#71,20,70
11679_4#72,18,61
11679_4#73,3,10
11679_4#74,6,19
11679_4#75,20,71
11679_4#76,2,7
11679_4#77,18,59
11679_4#78,12,35
11679_4#79,16,52
11679_4#8,19,65
11679_4#80,22,82
11679_4#81,23,83
11679_4#82,20,71
11679_4#83,20,71
11679_4#84,21,79
11679_4#85,20,71
11679_4#86,20,72
11679_4#87,3,10
11679_4#88,18,63
11679_4#89,19,65
11679_4#9,20,71
11679_4#90,18,58
11679_4#91,19,65
11679_4#92,19,65
11679_4#93,15,47
11679_4#94,20,70
11679_4#95,19,65
11679_4#96,20,71
11679_5#1,15,47
11679_5#10,2,7
11679_5#11,20,71
11679_5#12,19,67
11679_5#13,16,50
11679_5#14,22,82
11679_5#15,20,68
11679_5#16,1,2
11679_5#17,20,71
11679_5#18,20,71
11679_5#19,20,70
11679_5#2,19,65
11679_5#20,14,43
11679_5#21,16,48
11679_5#22,8,23
11679_5#23,8,22
11679_5#24,12,34
11679_5#25,6,19
11679_5#26,20,70
11679_5#27,16,51
11679_5#28,16,50
11679_5#29,18,63
11679_5#3,18,61
11679_5#30,1,2
11679_5#31,20,73
11679_5#32,20,71
11679_5#33,19,65
11679_5#34,3,10
11679_5#35,2,7
11679_5#36,13,39
11679_5#37,18,58
11679_5#38,18,61
11679_5#39,18,63
11679_5#4,3,10
11679_5#40,21,79
11679_5#41,14,44
11679_5#42,1,2
11679_5#43,9,25
11679_5#44,19,65
11679_5#45,21,77
11679_5#46,23,86
11679_5#47,20,70
11679_5#48,2,7
11679_5#49,5,17
11679_5#5,20,68
11679_5#50,14,44
11679_5#51,1,2
11679_5#52,3,10
11679_5#53,1,2
11679_5#54,1,2
11679_5#55,18,63
11679_5#56,2,7
11679_5#57,19,66
11679_5#58,3,9
11679_5#59,2,7
11679_5#6,14,44
11679_5#60,22,82
11679_5#61,13,40
11679_5#62,1,2
11679_5#63,12,35
11679_5#64,20,71
11679_5#65,20,71
11679_5#66,3,10
11679_5#67,11,32
11679_5#68,13,39
11679_5#69,8,23
11679_5#7,21,75
11679_5#70,16,52
11679_5#71,14,44
11679_5#72,6,18
11679_5#73,17,54
11679_5#74,12,35
11679_5#75,22,82
11679_5#76,3,10
11679_5#77,19,67
11679_5#78,13,38
11679_5#79,14,41
11679_5#8,23,86
11679_5#80,19,65
11679_5#81,20,71
11679_5#82,20,68
11679_5#83,18,63
11679_5#84,18,59
11679_5#85,8,23
11679_5#86,18,64
11679_5#87,5,17
11679_5#88,22,82
11679_5#89,23,83
11679_5#9,18,63
11679_5#90,19,67
11679_5#91,18,58
11679_5#92,7,21
11679_5#93,3,10
11679_5#94,19,65
11679_5#95,3,10
11679_5#96,18,61
11679_6#1,20,71
11679_6#10,3,10
11679_6#11,16,52
11679_6#12,20,70
11679_6#13,21,77
11679_6#14,17,54
11679_6#15,13,40
11679_6#18,20,71
11679_6#19,24,88
11679_6#2,4,11
11679_6#20,16,52
11679_6#21,10,30
11679_6#22,20,71
11679_6#23,20,71
11679_6#24,24,87
11679_6#25,13,38
11679_6#26,18,58
11679_6#27,18,58
11679_6#28,20,72
11679_6#29,18,60
11679_6#3,18,62
11679_6#30,19,66
11679_6#31,23,86
11679_6#32,20,68
11679_6#33,23,86
11679_6#34,20,71
11679_6#35,9,25
11679_6#36,18,63
11679_6#37,1,2
11679_6#38,20,71
11679_6#39,20,70
11679_6#4,3,10
11679_6#40,18,63
11679_6#41,21,80
11679_6#42,18,63
11679_6#43,20,71
11679_6#44,18,60
11679_6#45,19,67
11679_6#46,5,17
11679_6#47,2,7
11679_6#48,1,3
11679_6#49,19,67
11679_6#5,4,14
11679_6#50,18,60
11679_6#51,12,34
11679_6#52,3,9
11679_6#53,16,50
11679_6#54,18,62
11679_6#55,20,71
11679_6#56,17,54
11679_6#57,4,13
11679_6#58,1,2
11679_6#59,19,65
11679_6#60,18,60
11679_6#61,20,71
11679_6#62,5,15
11679_6#63,17,54
11679_6#64,13,40
11679_6#65,18,63
11679_6#66,10,27
11679_6#67,20,70
11679_6#68,24,89
11679_6#69,18,60
11679_6#7,19,66
11679_6#70,3,10
11679_6#71,2,7
11679_6#72,13,37
11679_6#73,2,4
11679_6#74,18,58
11679_6#75,3,9
11679_6#76,22,82
11679_6#77,22,82
11679_6#78,21,80
11679_6#79,3,10
11679_6#8,16,51
11679_6#80,13,39
11679_6#81,20,71
11679_6#82,3,9
11679_6#83,9,26
11679_6#84,20,68
11679_6#85,20,68
11679_6#86,16,50
11679_6#87,21,77
11679_6#88,22,82
11679_6#89,12,35
11679_6#9,3,10
11679_6#90,3,10
11679_6#91,8,23
11679_6#92,1,2
11679_6#93,19,65
11679_6#94,19,65
11679_6#95,19,65
11679_6#96,23,86
11679_7#1,18,59
11679_7#10,21,77
11679_7#11,20,68
11679_7#12,19,66
11679_7#13,15,47
11679_7#14,9,26
11679_7#15,17,54
11679_7#16,18,63
11679_7#17,15,45
11679_7#18,23,86
11679_7#19,22,82
11679_7#2,23,85
11679_7#20,24,89
11679_7#21,20,68
11679_7#22,20,70
11679_7#23,10,27
11679_7#24,9,26
11679_7#26,19,65
11679_7#27,14,44
11679_7#28,14,43
11679_7#29,13,37
11679_7#30,22,82
11679_7#31,21,77
11679_7#32,3,9
11679_7#34,17,54
11679_7#35,18,58
11679_7#36,20,69
11679_7#37,3,10
11679_7#38,23,83
11679_7#39,4,12
11679_7#4,23,86
11679_7#40,18,63
11679_7#41,7,21
11679_7#42,19,65
11679_7#43,5,17
11679_7#44,19,65
11679_7#45,5,17
11679_7#46,18,58
11679_7#47,20,70
11679_7#48,18,64
11679_7#49,7,20
11679_7#5,19,65
11679_7#50,20,71
11679_7#51,16,50
11679_7#52,16,52
11679_7#53,24,89
11679_7#54,19,65
11679_7#55,18,62
11679_7#56,2,4
11679_7#57,18,61
11679_7#58,19,65
11679_7#59,20,70
11679_7#6,18,60
11679_7#60,20,71
11679_7#61,24,89
11679_7#62,23,86
11679_7#63,20,71
11679_7#64,11,31
11679_7#65,13,37
11679_7#66,6,19
11679_7#67,23,86
11679_7#68,16,51
11679_7#69,14,44
11679_7#70,19,65
11679_7#71,20,69
11679_7#72,20,72
11679_7#73,21,79
11679_7#74,20,71
11679_7#75,11,32
11679_7#76,21,78
11679_7#77,9,26
11679_7#78,22,82
11679_7#79,20,70
11679_7#8,19,65
11679_7#80,20,71
11679_7#81,1,2
11679_7#82,10,30
11679_7#83,3,10
11679_7#84,3,10
11679_7#85,19,67
11679_7#86,19,66
11679_7#87,19,67
11679_7#88,4,11
11679_7#89,21,74
11679_7#9,5,17
11679_7#90,3,10
11679_7#91,18,59
11679_7#92,9,24
11679_7#93,19,65
11679_7#94,20,71
11679_7#95,2,5
11679_7#96,16,51
11679_8#1,19,67
11679_8#10,20,71
11679_8#11,19,65
11679_8#12,16,50
11679_8#13,23,86
11679_8#14,18,58
11679_8#15,2,5
11679_8#16,18,58
11679_8#17,16,52
11679_8#18,20,68
11679_8#19,5,16
11679_8#2,3,10
11679_8#20,21,78
11679_8#21,20,71
11679_8#22,23,85
11679_8#23,21,80
11679_8#24,22,82
11679_8#25,14,44
11679_8#26,13,40
11679_8#27,16,50
11679_8#28,1,2
11679_8#29,1,3
11679_8#3,21,79
11679_8#30,17,56
11679_8#31,23,85
11679_8#32,15,47
11679_8#33,13,40
11679_8#34,12,33
11679_8#35,3,10
11679_8#36,3,10
11679_8#37,18,63
11679_8#38,20,71
11679_8#39,20,71
11679_8#4,23,86
11679_8#40,7,21
11679_8#41,20,71
11679_8#42,20,71
11679_8#43,3,10
11679_8#44,4,11
11679_8#45,18,63
11679_8#46,20,71
11679_8#47,3,10
11679_8#48,3,9
11679_8#49,13,37
11679_8#5,5,16
11679_8#50,3,10
11679_8#52,2,7
11679_8#53,21,77
11679_8#54,2,4
11679_8#55,4,14
11679_8#56,12,34
11679_8#57,19,67
11679_8#58,3,10
11679_8#59,24,90
11679_8#6,19,66
11679_8#60,18,60
11679_8#61,23,86
11679_8#62,22,82
11679_8#63,13,40
11679_8#64,9,26
11679_8#65,10,29
11679_8#66,3,10
11679_8#67,16,51
11679_8#68,3,10
