Isolates,Level 1,Level 2
14324_5#60,15,61
14324_5#61,15,61
14324_5#62,23,95
14324_5#63,23,95
14324_5#64,28,127
14324_5#65,28,127
14324_5#66,28,127
14324_5#67,21,84
14324_5#68,21,84
14324_5#69,21,84
14324_5#7,31,147
14324_5#70,11,49
14324_5#72,30,139
14324_5#73,30,139
14324_5#74,24,97
14324_5#75,24,97
14324_5#76,16,69
14324_5#77,16,69
14324_5#78,16,69
14324_5#79,27,120
14324_5#8,31,147
14324_5#80,27,120
14324_5#81,31,146
14324_5#83,30,139
14324_5#84,30,139
14324_5#85,16,69
14324_5#86,16,69
14324_5#87,31,146
14324_5#88,31,146
14324_5#89,31,146
14324_5#9,6,36
14324_5#90,16,69
14324_5#91,16,69
14324_5#92,29,134
14324_5#93,29,134
14324_5#94,29,134
14324_5#95,30,139
14355_4#1,29,132
14355_4#10,21,84
14355_4#11,29,135
14355_4#12,4,23
14355_4#13,25,100
14355_4#14,31,144
14355_4#15,31,147
14355_4#16,4,23
14355_4#17,29,132
14355_4#18,2,11
14355_4#19,28,127
14355_4#2,13,58
14355_4#20,25,101
14355_4#21,23,91
14355_4#22,21,80
14355_4#23,25,100
14355_4#24,25,100
14355_4#25,31,147
14355_4#26,25,106
14355_4#27,1,8
14355_4#28,21,81
14355_4#29,31,146
14355_4#3,29,133
14355_4#30,29,133
14355_4#31,31,148
14355_4#32,31,141
14355_4#33,9,44
14355_4#34,28,127
14355_4#35,31,142
14355_4#36,9,43
14355_4#37,17,70
14355_4#38,23,94
14355_4#39,6,35
14355_4#4,1,8
14355_4#40,28,123
14355_4#41,23,92
14355_4#42,23,94
14355_4#43,28,123
14355_4#44,31,146
14355_4#45,28,124
14355_4#46,22,87
14355_4#47,4,28
14355_4#48,1,3
14355_4#5,21,84
14355_4#50,31,147
14355_4#51,28,124
14355_4#52,1,8
14355_4#53,1,8
14355_4#54,1,7
14355_4#55,16,63
14355_4#56,29,131
14355_4#57,4,24
14355_4#58,11,53
14355_4#59,21,84
14355_4#6,29,135
14355_4#60,28,125
14355_4#61,29,135
14355_4#62,23,92
14355_4#63,24,98
14355_4#64,25,106
14355_4#65,29,132
14355_4#66,18,71
14355_4#67,25,106
14355_4#68,28,128
14355_4#69,29,135
14355_4#7,21,84
14355_4#71,29,135
14355_4#72,27,118
14355_4#74,21,82
14355_4#75,25,106
14355_4#76,23,92
14355_4#77,16,68
14355_4#78,24,99
14355_4#79,22,88
14355_4#8,25,106
14355_4#80,32,160
14355_4#81,22,87
14355_4#82,31,148
14355_4#83,28,126
14355_4#84,29,133
14355_4#85,29,135
14355_4#86,31,146
14355_4#87,29,135
14355_4#88,4,28
14355_4#89,31,145
14355_4#9,31,143
14355_4#90,4,25
14355_4#91,22,85
14355_4#92,28,121
14355_4#93,21,80
14355_4#94,31,146
14355_4#95,25,105
14355_5#1,28,127
14355_5#10,21,84
14355_5#11,25,106
14355_5#12,29,131
14355_5#13,21,84
14355_5#14,28,128
14355_5#15,25,106
14355_5#16,22,87
14355_5#17,28,125
14355_5#18,1,7
14355_5#19,25,102
14355_5#2,1,8
14355_5#20,29,133
14355_5#21,1,8
14355_5#22,29,135
14355_5#23,25,105
14355_5#24,29,135
14355_5#25,22,88
14355_5#26,16,67
14355_5#27,25,106
14355_5#28,21,84
14355_5#29,22,88
14355_5#3,7,37
14355_5#30,25,106
14355_5#31,1,7
14355_5#32,4,28
14355_5#33,16,64
14355_5#34,11,53
14355_5#35,31,147
14355_5#36,29,133
14355_5#37,31,147
14355_5#38,22,87
14355_5#39,29,131
14355_5#4,22,87
14355_5#40,2,15
14355_5#41,32,158
14355_5#42,31,146
14355_5#43,31,145
14355_5#44,16,67
14355_5#45,16,64
14355_5#46,22,85
14355_5#47,28,128
14355_5#48,31,143
14355_5#49,29,133
14355_5#5,7,37
14355_5#50,31,146
14355_5#51,1,8
14355_5#52,29,135
14355_5#53,31,147
14355_5#54,16,62
14355_5#55,1,4
14355_5#56,25,106
14355_5#57,29,135
14355_5#58,29,130
14355_5#59,11,50
14355_5#6,28,128
14355_5#60,16,67
14355_5#61,24,96
14355_5#62,11,53
14355_5#63,4,23
14355_5#64,31,148
14355_5#65,1,8
14355_5#66,31,147
14355_5#67,31,146
14355_5#68,13,56
14355_5#69,16,68
14355_5#7,26,115
14355_5#70,31,145
14355_5#71,1,8
14355_5#72,16,67
14355_5#73,29,135
14355_5#74,16,67
14355_5#75,13,55
14355_5#76,32,158
14355_5#77,16,67
14355_5#78,32,152
14355_5#79,25,106
14355_5#8,4,23
14355_5#80,31,144
14355_5#81,22,88
14355_5#82,11,50
14355_5#83,32,151
14355_5#84,31,148
14355_5#85,22,90
14355_5#86,22,88
14355_5#87,16,65
14355_5#88,28,126
14355_5#89,28,126
14355_5#9,25,102
14355_5#90,31,147
14355_5#91,16,67
14355_5#92,28,123
14355_5#93,16,64
14355_5#94,28,121
14355_5#95,4,23
14355_6#1,22,88
14355_6#10,28,121
14355_6#11,31,147
14355_6#12,1,1
14355_6#13,16,69
14355_6#14,16,65
14355_6#15,4,23
14355_6#16,29,131
14355_6#17,22,88
14355_6#18,11,53
14355_6#19,22,86
14355_6#2,28,128
14355_6#20,22,87
14355_6#21,16,67
14355_6#22,21,80
14355_6#23,16,67
14355_6#24,22,87
14355_6#25,22,88
14355_6#27,13,58
14355_6#28,22,88
14355_6#29,11,53
14355_6#3,21,78
14355_6#30,22,87
14355_6#31,8,38
14355_6#32,22,88
14355_6#33,22,88
14355_6#34,25,103
14355_6#35,23,92
14355_6#36,23,94
14355_6#37,3,21
14355_6#38,16,67
14355_6#39,22,88
14355_6#4,22,87
14355_6#40,16,67
14355_6#41,22,87
14355_6#42,22,88
14355_6#43,31,146
14355_6#44,16,67
14355_6#45,22,88
14355_6#46,25,106
14355_6#47,32,163
14355_6#48,22,87
14355_6#49,9,45
14355_6#5,22,88
14355_6#50,11,51
14355_6#51,11,53
14355_6#52,31,147
14355_6#53,2,10
14355_6#54,32,159
14355_6#55,31,147
14355_6#56,6,35
14355_6#57,31,146
14355_6#58,31,145
14355_6#59,1,5
14355_6#6,22,88
14355_6#60,31,147
14355_6#61,29,131
14355_6#62,6,33
14355_6#63,4,26
14355_6#64,1,8
14355_6#65,1,7
14355_6#66,16,69
14355_6#68,4,28
14355_6#69,29,135
14355_6#7,14,59
14355_6#70,28,122
14355_6#71,18,73
14355_6#72,31,148
14355_6#73,28,124
14355_6#74,18,72
14355_6#75,21,80
14355_6#76,1,5
14355_6#77,31,148
14355_6#78,29,132
14355_6#79,8,41
14355_6#8,21,84
14355_6#80,6,34
14355_6#81,32,150
14355_6#82,2,9
14355_6#83,29,134
14355_6#84,4,28
14355_6#85,13,58
14355_6#86,25,106
14355_6#87,32,163
14355_6#88,9,42
14355_6#89,25,106
14355_6#9,28,125
14355_6#90,28,127
14355_6#91,11,52
14355_6#92,3,21
14355_6#93,2,14
14355_6#94,31,146
14355_6#95,28,123
14355_7#1,30,139
14355_7#10,16,69
14355_7#11,16,69
14355_7#12,16,69
14355_7#13,29,133
14355_7#14,29,133
14355_7#15,31,147
14355_7#16,31,147
14355_7#17,31,147
14355_7#18,31,148
14355_7#19,31,148
14355_7#2,30,139
14355_7#20,32,149
14355_7#21,32,163
14355_7#22,28,123
14355_7#23,28,123
14355_7#24,28,123
14355_7#25,16,66
14355_7#26,16,66
14355_7#27,16,66
14355_7#28,16,66
14355_7#29,1,6
14355_7#3,1,6
14355_7#30,1,6
14355_7#31,27,119
14355_7#32,27,119
14355_7#33,27,119
14355_7#34,27,119
14355_7#35,29,134
14355_7#36,29,134
14355_7#37,29,134
14355_7#38,23,95
14355_7#39,23,95
14355_7#4,1,6
14355_7#40,30,136
14355_7#41,30,136
14355_7#42,30,136
14355_7#43,31,147
14355_7#44,31,147
14355_7#45,1,8
14355_7#46,1,8
14355_7#47,28,125
14355_7#48,28,125
14355_7#49,28,125
14355_7#5,1,6
14355_7#50,26,116
14355_7#51,26,116
14355_7#52,26,116
14355_7#53,29,133
14355_7#54,29,133
14355_7#55,29,133
14355_7#56,31,147
14355_7#57,31,147
14355_7#58,29,133
14355_7#59,29,133
14355_7#6,16,69
14355_7#60,29,133
14355_7#61,32,159
14355_7#63,31,146
14355_7#64,31,146
14355_7#65,31,146
14355_7#66,32,161
14355_7#67,32,161
14355_7#68,21,84
14355_7#69,21,84
14355_7#7,16,69
14355_7#70,1,8
14355_7#71,1,8
14355_7#72,26,108
14355_7#73,26,107
14355_7#74,29,133
14355_7#75,29,133
14355_7#76,29,133
14355_7#77,1,8
14355_7#78,1,8
14355_7#79,22,87
14355_7#8,16,69
14355_7#80,22,87
14355_7#81,3,20
14355_7#82,3,20
14355_7#83,28,127
14355_7#84,28,127
14355_7#85,25,104
14355_7#86,25,104
14355_7#87,25,104
14355_7#88,31,147
14355_7#89,31,147
14355_7#9,16,69
14355_7#90,31,147
14355_7#91,31,147
14355_7#92,31,147
14355_7#93,31,147
14355_7#94,31,144
14355_7#95,31,144
14355_8#1,31,144
14355_8#10,24,99
14355_8#11,31,147
14355_8#12,31,147
14355_8#13,31,147
14355_8#14,29,132
14355_8#15,29,132
14355_8#16,29,133
14355_8#17,29,133
14355_8#18,29,133
14355_8#19,25,100
14355_8#2,29,135
14355_8#20,25,100
14355_8#21,25,100
14355_8#22,21,83
14355_8#23,21,83
14355_8#24,25,105
14355_8#25,25,105
14355_8#26,28,123
14355_8#27,28,123
14355_8#28,28,123
14355_8#29,31,144
14355_8#3,29,135
14355_8#30,31,144
14355_8#31,9,43
14355_8#32,9,43
14355_8#33,3,21
14355_8#34,3,21
14355_8#4,29,135
14355_8#5,26,117
14355_8#6,26,117
14355_8#7,26,117
14355_8#8,24,99
14355_8#9,24,99
14555_5#1,4,23
14555_5#10,28,123
14555_5#11,23,92
14555_5#12,23,94
14555_5#13,28,123
14555_5#14,31,146
14555_5#15,1,3
14555_5#16,1,8
14555_5#17,16,63
14555_5#18,29,131
14555_5#19,4,24
14555_5#2,25,101
14555_5#20,11,53
14555_5#21,29,135
14555_5#22,29,135
14555_5#23,29,135
14555_5#24,28,125
14555_5#25,25,106
14555_5#26,23,92
14555_5#27,16,68
14555_5#28,24,99
14555_5#29,22,88
14555_5#3,23,91
14555_5#30,22,87
14555_5#31,4,25
14555_5#32,22,85
14555_5#33,21,80
14555_5#34,31,146
14555_5#35,25,105
14555_5#36,28,127
14555_5#37,7,37
14555_5#38,22,87
14555_5#39,26,115
14555_5#4,1,8
14555_5#40,4,23
14555_5#41,21,84
14555_5#42,21,84
14555_5#43,28,128
14555_5#44,22,87
14555_5#45,25,102
14555_5#46,29,133
14555_5#47,16,67
14555_5#48,21,84
14555_5#49,1,7
14555_5#5,29,133
14555_5#50,16,64
14555_5#51,11,53
14555_5#52,29,133
14555_5#53,29,131
14555_5#54,2,16
14555_5#55,31,146
14555_5#56,31,145
14555_5#57,16,67
14555_5#58,16,64
14555_5#59,22,85
14555_5#6,31,141
14555_5#60,31,143
14555_5#61,29,135
14555_5#62,1,4
14555_5#63,25,106
14555_5#64,29,130
14555_5#65,11,50
14555_5#66,16,67
14555_5#67,11,53
14555_5#68,31,146
14555_5#69,29,135
14555_5#7,31,142
14555_5#70,32,163
14555_5#71,31,144
14555_5#72,22,88
14555_5#73,22,90
14555_5#74,28,126
14555_5#75,16,67
14555_5#76,16,64
14555_5#77,28,121
14555_5#78,22,88
14555_5#79,22,87
14555_5#8,23,94
14555_5#80,22,88
14555_5#81,14,59
14555_5#82,28,121
14555_5#83,1,1
14555_5#84,16,69
14555_5#85,16,65
14555_5#86,22,86
14555_5#87,16,67
14555_5#88,22,88
14555_5#89,11,53
14555_5#9,6,35
14555_5#90,22,88
14555_5#91,25,103
14555_5#92,16,67
14555_5#93,22,87
14555_5#94,22,87
14555_5#95,9,45
14555_6#1,11,51
14555_6#10,18,72
14555_6#11,1,5
14555_6#12,29,132
14555_6#13,8,41
14555_6#14,6,34
14555_6#15,25,106
14555_6#16,11,52
14555_6#17,3,21
14555_6#18,28,123
14555_6#19,1,5
14555_6#2,11,53
14555_6#20,22,89
14555_6#21,25,106
14555_6#22,22,89
14555_6#23,1,2
14555_6#24,3,21
14555_6#25,1,5
14555_6#26,25,106
14555_6#27,29,130
14555_6#28,28,125
14555_6#29,3,20
14555_6#3,6,35
14555_6#30,21,79
14555_6#31,1,5
14555_6#32,28,127
14555_6#33,1,1
14555_6#34,3,21
14555_6#35,25,106
14555_6#36,20,76
14555_6#37,20,76
14555_6#38,20,77
14555_6#39,5,30
14555_6#4,31,147
14555_6#40,26,114
14555_6#41,1,5
14555_6#42,4,22
14555_6#43,28,121
14555_6#44,5,31
14555_6#45,31,144
14555_6#46,8,40
14555_6#47,1,2
14555_6#48,6,35
14555_6#49,5,30
14555_6#5,4,26
14555_6#50,25,106
14555_6#51,25,106
14555_6#52,29,135
14555_6#53,29,135
14555_6#54,9,43
14555_6#55,21,84
14555_6#56,21,84
14555_6#57,25,106
14555_6#58,29,133
14555_6#59,29,133
14555_6#6,1,8
14555_6#60,16,68
14555_6#61,16,68
14555_6#62,21,84
14555_6#63,28,126
14555_6#64,30,140
14555_6#65,30,140
14555_6#66,32,162
14555_6#67,32,162
14555_6#68,30,140
14555_6#69,30,140
14555_6#7,1,5
14555_6#70,30,140
14555_6#71,30,137
14555_6#72,30,137
14555_6#73,30,137
14555_6#74,30,138
14555_6#75,30,138
14555_6#76,30,140
14555_6#77,30,140
14555_6#78,30,140
14555_6#79,29,133
14555_6#8,29,135
14555_6#80,29,133
14555_6#81,5,32
14555_6#82,5,32
14555_6#83,5,32
14555_6#84,10,48
14555_6#85,10,48
14555_6#86,4,27
14555_6#87,4,27
14555_6#88,31,147
14555_6#89,31,147
14555_6#9,18,73
14555_6#90,31,147
14555_6#91,19,74
14555_6#92,19,74
14555_6#93,23,93
14555_6#94,23,93
14555_6#95,23,93
14672_1#1,29,132
14672_1#10,21,84
14672_1#11,29,135
14672_1#12,4,23
14672_1#13,25,100
14672_1#14,31,144
14672_1#15,31,147
14672_1#16,4,23
14672_1#17,29,132
14672_1#18,2,16
14672_1#19,28,127
14672_1#2,13,58
14672_1#20,25,101
14672_1#21,23,91
14672_1#22,21,80
14672_1#23,25,100
14672_1#24,25,100
14672_1#25,31,147
14672_1#26,25,106
14672_1#27,1,8
14672_1#28,21,81
14672_1#29,31,146
14672_1#3,29,133
14672_1#30,29,133
14672_1#31,31,148
14672_1#32,31,141
14672_1#33,9,44
14672_1#34,28,127
14672_1#35,31,142
14672_1#36,9,43
14672_1#37,17,70
14672_1#38,23,94
14672_1#39,6,35
14672_1#4,1,8
14672_1#40,28,123
14672_1#41,23,92
14672_1#42,23,94
14672_1#43,28,123
14672_1#44,31,146
14672_1#45,28,124
14672_1#46,22,87
14672_1#47,4,28
14672_1#48,1,3
14672_1#5,21,84
14672_1#50,31,147
14672_1#51,28,124
14672_1#52,1,8
14672_1#53,1,8
14672_1#54,1,7
14672_1#55,16,63
14672_1#56,29,131
14672_1#57,4,24
14672_1#58,11,53
14672_1#59,21,84
14672_1#6,29,135
14672_1#60,28,125
14672_1#61,29,135
14672_1#62,23,92
14672_1#63,24,98
14672_1#64,25,106
14672_1#65,29,132
14672_1#66,18,71
14672_1#67,25,106
14672_1#68,28,128
14672_1#69,29,135
14672_1#7,21,84
14672_1#71,29,135
14672_1#72,27,118
14672_1#74,21,82
14672_1#75,25,106
14672_1#76,23,92
14672_1#77,16,68
14672_1#78,24,99
14672_1#79,22,88
14672_1#8,25,106
14672_1#80,32,160
14672_1#81,22,87
14672_1#82,31,148
14672_1#83,28,126
14672_1#84,29,133
14672_1#85,29,135
14672_1#86,31,146
14672_1#87,29,135
14672_1#88,4,28
14672_1#89,31,145
14672_1#9,31,143
14672_1#90,4,25
14672_1#91,22,85
14672_1#92,28,121
14672_1#93,21,80
14672_1#94,31,146
14672_1#95,25,105
14893_3#67,23,95
14893_3#68,28,125
14893_3#69,4,28
14893_3#70,1,5
